"identidade","claw_type","carapace_color","autotomy","autotomy_latency","autotomy_trial","autotomy_exp_type","force1","force2","force3","max_force","weight_mg","weight_g","data","body_region","size"
"ll_197","Brachychelous","Dark","no",NA,NA,"by_time",1.89,0.99,0.15,1.89,0.0403,40.3,"15vi2022","Carapace",9.04
"ll_197","Brachychelous","Dark","no",NA,NA,"by_time",1.89,0.99,0.15,1.89,0.0403,40.3,"15vi2022","Claw",15.66
"ll_198","Brachychelous","Bright","no",NA,NA,"by_time",11.42,0.28,1.72,11.42,0.0607,60.7,"15vi2022","Carapace",9.52
"ll_198","Brachychelous","Bright","no",NA,NA,"by_time",11.42,0.28,1.72,11.42,0.0607,60.7,"15vi2022","Claw",18.47
"ll_199","Leptochelous","Dark","no",NA,NA,"by_time",3.1,2.09,2.51,3.1,0.033,33,"15vi2022","Carapace",10.24
"ll_199","Leptochelous","Dark","no",NA,NA,"by_time",3.1,2.09,2.51,3.1,0.033,33,"15vi2022","Claw",15.06
"ll_200","Brachychelous","Bright","yes",7,NA,"by_time",8.07,6.84,7.13,8.07,0.0593,59.3,"15vi2022","Carapace",9.98
"ll_200","Brachychelous","Bright","yes",7,NA,"by_time",8.07,6.84,7.13,8.07,0.0593,59.3,"15vi2022","Claw",17.79
"ll_201","Brachychelous","Dark","no",NA,NA,"by_time",3.89,0.49,0.5,3.89,0.0882,88.2,"26vii2022","Carapace",10.8
"ll_201","Brachychelous","Dark","no",NA,NA,"by_time",3.89,0.49,0.5,3.89,0.0882,88.2,"26vii2022","Claw",23.21
"ll_202","Brachychelous","Bright","no",NA,NA,"by_time",1.52,3.11,6.24,6.24,0.0678,67.8,"26vii2022","Carapace",9.46
"ll_202","Brachychelous","Bright","no",NA,NA,"by_time",1.52,3.11,6.24,6.24,0.0678,67.8,"26vii2022","Claw",19.37
"ll_203","Brachychelous","Dark","no",NA,NA,"by_time",6.15,11.13,0.4,11.13,0.097,97,"26vii2022","Carapace",10.52
"ll_203","Brachychelous","Dark","no",NA,NA,"by_time",6.15,11.13,0.4,11.13,0.097,97,"26vii2022","Claw",21.28
"ll_204","Brachychelous","Bright","no",NA,NA,"by_time",1.15,0.53,0.45,1.15,0.0748,74.8,"26vii2022","Carapace",8.98
"ll_204","Brachychelous","Bright","no",NA,NA,"by_time",1.15,0.53,0.45,1.15,0.0748,74.8,"26vii2022","Claw",19.73
"ll_205","Brachychelous","Dark","no",NA,NA,"by_time",2.25,9.73,3.23,9.73,0.0796,79.6,"26vii2022","Carapace",9.88
"ll_205","Brachychelous","Dark","no",NA,NA,"by_time",2.25,9.73,3.23,9.73,0.0796,79.6,"26vii2022","Claw",20.3
"ll_206","Leptochelous","Bright","no",NA,NA,"by_time",0.61,1.09,0.75,1.09,0.05,50,"26vii2022","Carapace",10
"ll_206","Leptochelous","Bright","no",NA,NA,"by_time",0.61,1.09,0.75,1.09,0.05,50,"26vii2022","Claw",18.19
"ll_207","Brachychelous","Dark","no",NA,NA,"by_time",0.94,2.16,0.29,2.16,0.0465,46.5,"26vii2022","Carapace",9.45
"ll_207","Brachychelous","Dark","no",NA,NA,"by_time",0.94,2.16,0.29,2.16,0.0465,46.5,"26vii2022","Claw",17.15
"ll_208","Brachychelous","Bright","no",NA,NA,"by_time",9.63,0.24,0.52,9.63,0.0719,71.9,"26vii2022","Carapace",9.57
"ll_208","Brachychelous","Bright","no",NA,NA,"by_time",9.63,0.24,0.52,9.63,0.0719,71.9,"26vii2022","Claw",19.92
"ll_209","Brachychelous","Dark","no",NA,NA,"by_time",4.82,2.23,1.94,4.82,0.0442,44.2,"26vii2022","Carapace",8.69
"ll_209","Brachychelous","Dark","no",NA,NA,"by_time",4.82,2.23,1.94,4.82,0.0442,44.2,"26vii2022","Claw",17.37
"ll_210","Brachychelous","Bright","no",NA,NA,"by_time",9.33,1.85,1.15,9.33,0.0707,70.7,"26vii2022","Carapace",8.92
"ll_210","Brachychelous","Bright","no",NA,NA,"by_time",9.33,1.85,1.15,9.33,0.0707,70.7,"26vii2022","Claw",18.03
"ll_211","Brachychelous","Dark","no",NA,NA,"by_time",1.84,1.31,0.35,1.84,0.0465,46.5,"26vii2022","Carapace",9.06
"ll_211","Brachychelous","Dark","no",NA,NA,"by_time",1.84,1.31,0.35,1.84,0.0465,46.5,"26vii2022","Claw",17.55
"ll_212","Brachychelous","Bright","no",NA,NA,"by_time",0.86,1.73,5.28,5.28,0.0804,80.4,"26vii2022","Carapace",8.62
"ll_212","Brachychelous","Bright","no",NA,NA,"by_time",0.86,1.73,5.28,5.28,0.0804,80.4,"26vii2022","Claw",19.89
"ll_213","Brachychelous","Dark","no",NA,NA,"by_time",9.62,11.81,0.23,11.81,0.065,65,"26vii2022","Carapace",9.39
"ll_213","Brachychelous","Dark","no",NA,NA,"by_time",9.62,11.81,0.23,11.81,0.065,65,"26vii2022","Claw",17.98
"ll_214","Brachychelous","Bright","no",NA,NA,"by_time",2.84,3.98,2.78,3.98,0.0665,66.5,"26vii2022","Carapace",9.39
"ll_214","Brachychelous","Bright","no",NA,NA,"by_time",2.84,3.98,2.78,3.98,0.0665,66.5,"26vii2022","Claw",19.09
"ll_215","Brachychelous","Dark","yes",38,NA,"by_time",1.25,0.75,0.51,1.25,0.0516,51.6,"26vii2022","Carapace",8.29
"ll_215","Brachychelous","Dark","yes",38,NA,"by_time",1.25,0.75,0.51,1.25,0.0516,51.6,"26vii2022","Claw",16.79
"ll_216","Brachychelous","Bright","no",NA,NA,"by_time",0.48,0.11,3.98,3.98,0.0617,61.7,"26vii2022","Carapace",9.51
"ll_216","Brachychelous","Bright","no",NA,NA,"by_time",0.48,0.11,3.98,3.98,0.0617,61.7,"26vii2022","Claw",19.87
"ll_217","Leptochelous","Dark","no",NA,NA,"by_time",0.76,2.19,0.16,2.19,0.0348,34.8,"26vii2022","Carapace",7.94
"ll_217","Leptochelous","Dark","no",NA,NA,"by_time",0.76,2.19,0.16,2.19,0.0348,34.8,"26vii2022","Claw",16.58
"ll_218","Brachychelous","Bright","no",NA,NA,"by_time",8.51,0.18,1.9,8.51,0.0661,66.1,"26vii2022","Carapace",8.67
"ll_218","Brachychelous","Bright","no",NA,NA,"by_time",8.51,0.18,1.9,8.51,0.0661,66.1,"26vii2022","Claw",18.14
"ll_219","Brachychelous","Dark","yes",0,NA,"by_time",12.72,6.98,0.08,12.72,0.0475,47.5,"26vii2022","Carapace",9.13
"ll_219","Brachychelous","Dark","yes",0,NA,"by_time",12.72,6.98,0.08,12.72,0.0475,47.5,"26vii2022","Claw",16.21
"ll_220","Brachychelous","Bright","no",NA,NA,"by_time",1.81,6.88,3.46,6.88,0.0455,45.5,"26vii2022","Carapace",7.94
"ll_220","Brachychelous","Bright","no",NA,NA,"by_time",1.81,6.88,3.46,6.88,0.0455,45.5,"26vii2022","Claw",16.39
"ll_221","Brachychelous","Dark","no",NA,NA,"by_time",2.75,2.81,0.25,2.81,0.0576,57.6,"27vii2022","Carapace",9.93
"ll_221","Brachychelous","Dark","no",NA,NA,"by_time",2.75,2.81,0.25,2.81,0.0576,57.6,"27vii2022","Claw",20.43
"ll_222","Brachychelous","Bright","no",NA,NA,"by_time",1.58,4.52,0.94,4.52,0.099,99,"27vii2022","Carapace",10.46
"ll_222","Brachychelous","Bright","no",NA,NA,"by_time",1.58,4.52,0.94,4.52,0.099,99,"27vii2022","Claw",22.59
"ll_223","Brachychelous","Dark","no",NA,NA,"by_time",9.57,11.07,8.07,11.07,0.0787,78.7,"27vii2022","Carapace",10.95
"ll_223","Brachychelous","Dark","no",NA,NA,"by_time",9.57,11.07,8.07,11.07,0.0787,78.7,"27vii2022","Claw",21.27
"ll_224","Leptochelous","Bright","no",NA,NA,"by_time",0.8,0.18,0.3,0.8,0.0648,64.8,"27vii2022","Carapace",10.91
"ll_224","Leptochelous","Bright","no",NA,NA,"by_time",0.8,0.18,0.3,0.8,0.0648,64.8,"27vii2022","Claw",22.27
"ll_225","Brachychelous","Dark","no",NA,NA,"by_time",0.74,1.05,7.71,7.71,0.0611,61.1,"27vii2022","Carapace",10.58
"ll_225","Brachychelous","Dark","no",NA,NA,"by_time",0.74,1.05,7.71,7.71,0.0611,61.1,"27vii2022","Claw",20.21
"ll_226","Brachychelous","Bright","no",NA,NA,"by_time",0.37,0.18,0.45,0.45,0.0763,76.3,"27vii2022","Carapace",9.48
"ll_226","Brachychelous","Bright","no",NA,NA,"by_time",0.37,0.18,0.45,0.45,0.0763,76.3,"27vii2022","Claw",19.45
"ll_227","Leptochelous","Dark","no",NA,2,"by_time",0.35,0.29,0.17,0.35,0.0347,34.7,"27vii2022","Carapace",9.89
"ll_227","Leptochelous","Dark","no",NA,2,"by_time",0.35,0.29,0.17,0.35,0.0347,34.7,"27vii2022","Claw",16.95
"ll_228","Brachychelous","Bright","no",NA,49,"by_trial",1.53,1.15,9.94,9.94,0.0663,66.3,"27vii2022","Carapace",9.56
"ll_228","Brachychelous","Bright","no",NA,49,"by_trial",1.53,1.15,9.94,9.94,0.0663,66.3,"27vii2022","Claw",19.04
"ll_229","Brachychelous","Dark","no",NA,82,"by_trial",10.92,8.37,8.2,10.92,0.0437,43.7,"27vii2022","Carapace",8.61
"ll_229","Brachychelous","Dark","no",NA,82,"by_trial",10.92,8.37,8.2,10.92,0.0437,43.7,"27vii2022","Claw",16.92
"ll_230","Brachychelous","Bright","no",NA,44,"by_trial",0.31,0.39,1.71,1.71,0.0588,58.8,"27vii2022","Carapace",9.22
"ll_230","Brachychelous","Bright","no",NA,44,"by_trial",0.31,0.39,1.71,1.71,0.0588,58.8,"27vii2022","Claw",17.86
"ll_231","Brachychelous","Dark","no",NA,100,"by_trial",16.53,0.28,0.15,16.53,0.0712,71.2,"27vii2022","Carapace",9.93
"ll_231","Brachychelous","Dark","no",NA,100,"by_trial",16.53,0.28,0.15,16.53,0.0712,71.2,"27vii2022","Claw",21.14
"ll_232","Brachychelous","Bright","no",NA,39,"by_trial",8.67,12.13,2.11,12.13,0.0653,65.3,"27vii2022","Carapace",9.34
"ll_232","Brachychelous","Bright","no",NA,39,"by_trial",8.67,12.13,2.11,12.13,0.0653,65.3,"27vii2022","Claw",19.59
"ll_233","Brachychelous","Dark","no",NA,10,"by_trial",1.56,0.51,0.31,1.56,0.0741,74.1,"27vii2022","Carapace",10.54
"ll_233","Brachychelous","Dark","no",NA,10,"by_trial",1.56,0.51,0.31,1.56,0.0741,74.1,"27vii2022","Claw",22.92
"ll_234","Brachychelous","Bright","no",NA,58,"by_trial",2.72,1.39,NA,2.72,0.0649,64.9,"27vii2022","Carapace",9.68
"ll_234","Brachychelous","Bright","no",NA,58,"by_trial",2.72,1.39,NA,2.72,0.0649,64.9,"27vii2022","Claw",19.01
"ll_235","Brachychelous","Dark","no",NA,NA,"by_trial",15.33,0.26,0.45,15.33,0.0757,75.7,"27vii2022","Carapace",9.63
"ll_235","Brachychelous","Dark","no",NA,NA,"by_trial",15.33,0.26,0.45,15.33,0.0757,75.7,"27vii2022","Claw",18.96
"ll_236","Brachychelous","Bright","no",NA,NA,"by_trial",0.25,0.27,0.11,0.27,0.0645,64.5,"27vii2022","Carapace",10.95
"ll_236","Brachychelous","Bright","no",NA,NA,"by_trial",0.25,0.27,0.11,0.27,0.0645,64.5,"27vii2022","Claw",21.73
"ll_237","Brachychelous","Dark","no",NA,NA,"by_trial",1.67,4.1,6.83,6.83,0.0506,50.6,"27vii2022","Carapace",10.32
"ll_237","Brachychelous","Dark","no",NA,NA,"by_trial",1.67,4.1,6.83,6.83,0.0506,50.6,"27vii2022","Claw",19.77
"ll_238","Brachychelous","Bright","no",NA,36,"by_trial",15.56,15.05,1.75,15.56,0.0632,63.2,"27vii2022","Carapace",9.45
"ll_238","Brachychelous","Bright","no",NA,36,"by_trial",15.56,15.05,1.75,15.56,0.0632,63.2,"27vii2022","Claw",19.21
"ll_239","Brachychelous","Dark","no",NA,NA,"by_trial",9.04,1.93,1.21,9.04,0.0502,50.2,"27vii2022","Carapace",9.65
"ll_239","Brachychelous","Dark","no",NA,NA,"by_trial",9.04,1.93,1.21,9.04,0.0502,50.2,"27vii2022","Claw",16.85
"ll_240","Brachychelous","Bright","no",NA,3,"by_trial",2.22,0.24,0.19,2.22,0.0566,56.6,"27vii2022","Carapace",9.95
"ll_240","Brachychelous","Bright","no",NA,3,"by_trial",2.22,0.24,0.19,2.22,0.0566,56.6,"27vii2022","Claw",20.26
"ll_241","Brachychelous","Dark","no",NA,3,"by_trial",3.56,5.63,1.97,5.63,NA,NA,"27vii2022","Carapace",10.96
"ll_241","Brachychelous","Dark","no",NA,3,"by_trial",3.56,5.63,1.97,5.63,NA,NA,"27vii2022","Claw",22.04
"ll_242","Brachychelous","Bright","no",NA,18,"by_trial",0.17,0.82,7.4,7.4,0.0553,55.3,"27vii2022","Carapace",9.1
"ll_242","Brachychelous","Bright","no",NA,18,"by_trial",0.17,0.82,7.4,7.4,0.0553,55.3,"27vii2022","Claw",17.12
"ll_243","Brachychelous","Dark","no",NA,NA,"by_trial",1.54,0.33,0.35,1.54,0.0451,45.1,"27vii2022","Carapace",9.07
"ll_243","Brachychelous","Dark","no",NA,NA,"by_trial",1.54,0.33,0.35,1.54,0.0451,45.1,"27vii2022","Claw",17.24
"ll_244","Brachychelous","Bright","no",NA,98,"by_trial",2,0.72,0.72,2,0.0708,70.8,"27vii2022","Carapace",9.71
"ll_244","Brachychelous","Bright","no",NA,98,"by_trial",2,0.72,0.72,2,0.0708,70.8,"27vii2022","Claw",19.33
"ll_245","Brachychelous","Dark","no",NA,1,"by_trial",3.46,2.94,0.56,3.46,0.0468,46.8,"27vii2022","Carapace",10.04
"ll_245","Brachychelous","Dark","no",NA,1,"by_trial",3.46,2.94,0.56,3.46,0.0468,46.8,"27vii2022","Claw",17.45
"ll_246","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",10.1
"ll_246","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",20
"ll_247","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",9.9
"ll_247","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",19.6
"ll_248","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",10.4
"ll_248","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",21.1
"ll_249","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",10.6
"ll_249","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",20.9
"ll_250","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",11.2
"ll_250","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",21.9
"ll_251","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",9.7
"ll_251","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",18.9
"ll_252","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",9.6
"ll_252","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",18.1
"ll_253","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",10.3
"ll_253","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",21.7
"ll_254","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",10.1
"ll_254","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",19
"ll_255","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",7.9
"ll_255","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",17.1
"ll_256","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",9.1
"ll_256","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",15.2
"ll_257","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",9.6
"ll_257","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",17.9
"ll_258","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",9.6
"ll_258","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",18.2
"ll_259","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",7.6
"ll_259","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",11.2
"ll_260","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",10.1
"ll_260","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",21.6
"ll_261","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",9
"ll_261","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",18.1
"ll_262","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",8
"ll_262","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",12.6
"ll_263","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",8.5
"ll_263","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",14.9
"ll_264","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",9.8
"ll_264","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",17.8
"ll_265","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Carapace",8.9
"ll_265","Brachychelous","Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16xi2024","Claw",16.6
